1;1,75742E+14;FALSE;'MAR03905'
1;1,75742E+14;FALSE;'MAR03907'
1;1,75742E+14;FALSE;'MAR04097'
1;1,75742E+14;FALSE;'MAR04099'
1;1,75742E+14;FALSE;'MAR04108'
1;1,75742E+14;FALSE;'MAR04133'
1E+14;1,75742E+14;TRUE;'MAR04137'
1;1,75742E+14;FALSE;'MAR04281'
1E+14;1,75742E+14;TRUE;'MAR04388'
1;1,75742E+14;FALSE;'MAR04283'
1;1,75742E+14;FALSE;'MAR08357'
1;1,75742E+14;FALSE;'MAR04379'
1;1,75742E+14;FALSE;'MAR04301'
1E+14;1,75742E+14;TRUE;'MAR04355'
1E+14;1,75742E+14;TRUE;'MAR04358'
1;1,75742E+14;FALSE;'MAR04360'
0.873620471447042;1,53532E+14;TRUE;'MAR04363'
0.873620471447042;1,53532E+14;TRUE;'MAR04365'
0.873576357772989;1,53524E+14;TRUE;'MAR04368'
1;1,75742E+14;FALSE;'MAR04370'
0;0;TRUE;'MAR04371'
1;1,75742E+14;FALSE;'MAR04372'
0.873563218390805;1,53522E+14;TRUE;'MAR04373'
1E+14;1,75742E+14;TRUE;'MAR04375'
1;1,75742E+14;FALSE;'MAR04377'
1E+14;1,75742E+14;TRUE;'MAR04381'
1E+14;1,75742E+14;TRUE;'MAR04391'
1;1,75742E+14;FALSE;'MAR04394'
1E+14;1,75742E+14;TRUE;'MAR04396'
1;1,75742E+14;FALSE;'MAR04521'
1;1,75742E+14;FALSE;'MAR06410'
1;1,75742E+14;FALSE;'MAR06412'
1E+14;1,75742E+14;TRUE;'MAR07745'
1;1,75742E+14;FALSE;'MAR07746'
1E+14;1,75742E+14;TRUE;'MAR07747'
1E+14;1,75742E+14;TRUE;'MAR07748'
1;1,75742E+14;FALSE;'MAR07749'
1;1,75742E+14;FALSE;'MAR08360'
1;1,75742E+14;FALSE;'MAR08652'
1;1,75742E+14;FALSE;'MAR03989'
1;1,75742E+14;FALSE;'MAR04122'
1;1,75742E+14;FALSE;'MAR04837'
0.885133546766127;1,55555E+14;TRUE;'MAR05395'
0.885133546766127;1,55555E+14;TRUE;'MAR05396'
1;1,75742E+14;FALSE;'MAR09727'
0.885133546766127;1,55555E+14;TRUE;'MAR05397'
0.885133546766127;1,55555E+14;TRUE;'MAR05398'
1;1,75742E+14;FALSE;'MAR05399'
1;1,75742E+14;FALSE;'MAR05400'
0.885133546766127;1,55555E+14;TRUE;'MAR05401'
1;1,75742E+14;FALSE;'MAR08568'
1;1,75742E+14;FALSE;'MAR08569'
1;1,75742E+14;FALSE;'MAR08570'
1;1,75742E+14;FALSE;'MAR08571'
1;1,75742E+14;FALSE;'MAR08572'
1;1,75742E+14;FALSE;'MAR08573'
1;1,75742E+14;FALSE;'MAR08574'
1;1,75742E+14;FALSE;'MAR08575'
1;1,75742E+14;FALSE;'MAR08576'
1;1,75742E+14;FALSE;'MAR08577'
1;1,75742E+14;FALSE;'MAR08578'
1;1,75742E+14;FALSE;'MAR08579'
1;1,75742E+14;FALSE;'MAR08581'
1;1,75742E+14;FALSE;'MAR08592'
1;1,75742E+14;FALSE;'MAR08580'
1;1,75742E+14;FALSE;'MAR08582'
1;1,75742E+14;FALSE;'MAR08589'
1;1,75742E+14;FALSE;'MAR08585'
-9,79465E-14;-1,72133E-11;TRUE;'MAR03944'
1;1,75742E+14;FALSE;'MAR04128'
1;1,75742E+14;FALSE;'MAR04303'
1;1,75742E+14;FALSE;'MAR04416'
1;1,75742E+14;FALSE;'MAR04774'
1;1,75742E+14;FALSE;'MAR04775'
1;1,75742E+14;FALSE;'MAR07674'
1;1,75742E+14;FALSE;'MAR08761'
1;1,75742E+14;FALSE;'MAR08762'
1;1,75742E+14;FALSE;'MAR08766'
1;1,75742E+14;FALSE;'MAR04297'
1;1,75742E+14;FALSE;'MAR04310'
1;1,75742E+14;FALSE;'MAR04315'
1;1,75742E+14;FALSE;'MAR04316'
1;1,75742E+14;FALSE;'MAR04317'
1;1,75742E+14;FALSE;'MAR04318'
1;1,75742E+14;FALSE;'MAR04319'
1;1,75742E+14;FALSE;'MAR04320'
1;1,75742E+14;FALSE;'MAR04356'
1;1,75742E+14;FALSE;'MAR04383'
1;1,75742E+14;FALSE;'MAR04385'
1;1,75742E+14;FALSE;'MAR04386'
