reaction;jaccardindex;KolmogorovSmirnow;KolmogorovSmirenow_pvalue;T - test_pvalue;Anova_pvalue;Wilcoxon_Mann_Whitney_pvalue;Mean;Std;Mode;Median;skew;kurt;Ttest_H;Ttest_pvalue;minFlux_lungmetastasis;minFlux_brainmetastasis;maxFlux_lungmetastasis;maxFlux_brainmetastasis
Acyl-CoA hydrolysis;;;;;;;;;;;;;;;;;;;
HMR_6424;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.00165__-0.001451;0.00053898__0.00044759;-0.00050436__-0.0032168;-0.0016321__-0.0014298;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.001922;-0.0017151;-0.0013298;-0.0011569
HMR_6439;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__0.0032168;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
HMR_6512;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.0033__-0.0029019;0.001078__0.00089518;-0.0010087__-0.0064336;-0.0032642__-0.0028596;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.0038439;-0.0034302;-0.0026595;-0.0023139
HMR_6529;0.59151;0,147916667;0.14496;5,80E-155;1.51e-141;5,53E-129;82.9727__107.3826;62.6793__72.18;0__0;69.7125__98.782;0.82826__0.74666;3.1129__3.5217;1;5,80E-155;316.788;495.303;1.225.736;1.551.658
HMR_6628;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.005763__0.0050678;0.0018825__0.0015633;0.0017616__0.011235;0.0057005__0.0049939;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0046445;0.0040409;0.0067129;0.0059904
HMR_7735;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.00165__-0.001451;0.00053898__0.00044759;-0.00050436__-0.0032168;-0.0016321__-0.0014298;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.001922;-0.0017151;-0.0013298;-0.0011569
HMR_7898;0.81453;0,438888889;0.14513;8,56E-27;1,84E-26;4,37E-17;-196.3479__-171.937;159.953__139.8227;0__-500;-154.0032__-137.4213;-1.107__-1.0615;4.0079__3.9311;1;8,56E-27;-2.853.006;-2.549.723;-716.427;-602.258
HMR_7905;0.90891;0,321527778;0.14539;0.00037518;0.00019913;9,50E-03;-337.6966__-326.885;200.8435__209.987;-500__-500;-322.3957__-301.8974;-0.42893__-0.50924;2.6987__2.5518;1;0.00037518;-4.759.541;-4.724.522;-1.803.475;-1.545.752
HMR_8010;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.0024678__-0.0021701;0.00080613__0.00066944;-0.0052028__-0.0089714;-0.002441__-0.0021385;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.0028746;-0.0025652;-0.0019889;-0.0017304
HMR_8408;0.96723;0,185416667;0.14539;0.0047035;0.0059374;0.045476;-295.3314__-286.2133;237.4574__231.1502;-1000__-1000;-289.1625__-290.3915;-0.15889__-0.074835;2.6511__2.6407;1;0.0047035;-4.625.026;-4.539.938;-1.183.811;-1.155.197
HMR_8612;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__0.0032168;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
HMR_8676;0.46895;-0.3018;0.14496;6,28E-246;1,84E-240;1,15E-251;354.1827__255.9643;210.9381__199.0841;500__-2.387424e-12;369.071__256.9769;-0.23657__-0.21174;2.9536__4.5166;1;6,28E-246;2.132.415;1.226.406;501.914;3.911.025
HMR_9173;0.61966;1,245833333;0.14496;1,31E-115;1,04E-120;1,04E-95;-276.9482__-219.6448;184.2555__153.0869;-5.4316e-14__0;-248.8705__-197.9123;-0.63632__-0.74339;2.9245__3.2853;1;1,31E-115;-4.002.813;-3.172.324;-1.280.502;-949.821
HMR_9183;0.50229;-0.2441;0.14522;9,75E-217;2,88E-245;2,91E-185;-221.9314__-308.6257;149.4325__204.707;-500__-500;-198.1433__-278.3716;-0.97615__-0.65326;4.5139__2.9227;1;9,75E-217;-311.003;-4.478.543;-1.077.653;-1.401.796
HMR_9189;0.30552;0,253472222;0.14496;0;0;0;312.1611__423.3844;159.4419__164.1353;0__201.3545;299.7542__428.1413;0.5471__-0.085095;3.3281__2.4759;1;0;196.84;3.060.457;4.120.184;5.436.983
HMR_9608;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__0.0032168;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
HMR_9617;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;10.9857__9.66063;3.5886__2.9801;3.35806__21.4177;10.8666__9.51973;1.979__1.0374;17.5475__9.3512;1;2,31E-172;88.537;77.031;127.966;114.192
HMR_9641;0.73846;-0.1141;0.14505;3,06E-46;3,13E-45;2,23E-42;267.7934__237.4096;148.8356__141.6193;500__1000;255.8402__225.9941;0.67037__0.60263;3.852__3.4035;1;3,06E-46;1.582.806;1.272.342;3.597.908;330.015
HMR_9728;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-16.1889__-14.2362;5.2883__4.3916;-4.94855__-31.5618;-16.0134__-14.0286;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-188.574;-168.277;-130.471;-113.515
HMR_0158;0.31254;2,516666667;0.14496;0;0;0;0.35155__0.43936;0.11484__0.16087;0.10746__-7.3115e-12;0.34774__0.42315;1.979__1.3531;17.5475__9.67177;1;0;0.28332;0.33385;2,84375;0.52535
HMR_0578;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.36145__0.31785;0.11807__0.098051;0.11049__0.70468;0.35753__0.31322;1.979__1.0374;17.5475__9.3512;1;2,31E-172;2,022916667;0.25344;0.42103;0.37571
HMR_0587;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.18072__-0.15893;0.059035__0.049025;-0.38102__-0.35234;-0.17876__-0.15661;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.21051;-0.18786;-0.14565;-0.12672
HMR_2127;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_2141;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_3789;6,5375;-0.0054;0.14496;0.59671;0.58987;0.98746;95.3703__95.9164;71.2624__72.0134;28.3865__-2.28585e-13;82.7797__80.9139;0.98846__0.80372;3.9565__2.969;0;0.59671;38.139;372.559;1.361.705;141.39.00
HMR_3952;0.26432;-0.4134;0.14496;0;0;0;-80.33526__-112.6454;50.7025__40.8341;-399.9193__-408.9845;-73.60854__-107.4188;-1.0556__-0.77913;5.105__4.4026;1;0;-1.087.729;-1.375.417;-433.802;-838.839
HMR_4760;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__0.0032168;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
HMR_4843;0.93486;-0.0364;0.14496;0.0028936;0.0023401;3,20E-01;126.3971__123.2007;73.9171__74.5959;37.8706__-6.43104e-10;113.3176__106.9912;1.0237__0.79878;4.2354__2.9795;1;0.0028936;688.516;631.882;1.684.962;1.697.764
HMR_4852;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;13.6504__12.0038;4.459__3.7029;4.17257__26.6126;13.5023__11.8288;1.979__1.0374;17.5475__9.3512;1;2,31E-172;110.012;95.715;159.004;141.889
HMR_4854;6,557638889;0,169444444;0.14496;0.14325;0.13523;0.016128;-112.6774__-111.1359;72.5808__73.3461;-33.67679__-382.5666;-99.6931__-95.2059;-1.0058__-0.80353;4.0732__2.9731;0;0.14325;-1.543.919;-1.570.736;-551.147;-519.406
HMR_4888;0.55294;1,484722222;0.14496;3,21E-182;1,42E-187;1,37E-164;-348.8943__-271.9443;185.7697__178.7451;-500__-850.6987;-340.3253__-267.179;-0.24578__-0.092684;2.9229__2.6664;1;3,21E-182;-4.692.642;-3.968.352;-2.175.473;-1.450.172
HMR_4898;0.66419;-0.1698;0.14496;1,17E-82;4,03E-86;2,06E-82;139.2677__126.9276;42.5901__43.6579;23.4413__4.79383e-18;140.0318__126.7696;-0.038608__0.048939;2.8752__2.4638;1;1,17E-82;1.090.123;94.388;1.698.093;1.591.067
HMR_4926;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2.58e-199;0.77577__0.6822;0.25341__0.21044;0.23713__-1.6079e-11;0.76736__0.67225;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.62521;0.54396;0.90364;0.80638
HMR_4957;6,5375;-0.0054;0.14496;0.59671;0.58987;0.98741;95.3703__95.9164;71.2624__72.0134;246.9318__-4.003137e-12;82.7797__80.9139;0.98846__0.80372;3.9565__2.969;0;0.59671;38.139;372.559;1.361.705;141.39.00
HMR_5006;0.26432;2,870833333;0.14496;0;0;0;80.33526__112.6454;50.7025__40.8341;-6.8873e-11__-9.9242e-17;73.60854__107.4188;1.0556__0.77913;5.105__4.4026;1;0;433.802;838.839;1.087.729;1.375.417
HMR_5031;0.38879;-0.322;0.14496;0;0;0;324.1717__261.6016;103.4177__98.68246;-6.914948e-11__521.0494;318.4172__256.6027;0.22305__0.22759;2.9774__2.501;1;0;2.510.744;1.864.292;3.949.806;3.321.572
HMR_5033;0;4,872222222;0.14496;0;0;0;-197.0771__-112.3647;73.145__40.7884;-796.3543__-407.824;-189.6059__-107.152;-0.74697__-0.77879;5.3784__4.3973;1;0;-2.433.735;-1.371.805;-1.441.723;-836.343
HMR_5043;0.90333;-0.0565;0.14505;1,81E-06;1,20E-06;4,95E-04;432.2491__417.2012;163.43__166.8767;500__500;429.6271__416.2795;0.20039__0.047357;2.9693__2.4857;1;1,81E-06;315.884;2.958.723;5.380.368;5.417.996
HMR_6287;0.94167;-0.006;0.14496;0.59138;0.58448;0.99457;95.3048__95.8588;71.2582__72.0088;0__0;82.7295__80.8623;0.9884__0.80371;3.9562__2.969;0;0.59138;380.719;372.039;1.361.245;1.413.304
HMR_6294;0.50369;-0.2494;0.14496;2,31E-172;4,67E-170;2,57E-195;17.3725__15.2771;5.6749__4.7127;5.3104__-3.6007e-10;17.1841__15.0543;1.979__1.0374;17.5475__9.3512;1;2,31E-172;14.001;121.815;202.361;18.058
HMR_6332;0.70908;0,936111111;0.14496;1,26E-38;8,21E-39;4,49E-65;158.1428__182.3379;127.2736__121.5502;0__0;129.9514__166.0309;1.2994__0.86551;5.0013__3.8386;1;1,26E-38;611.776;874.057;2.235.213;2.531.394
HMR_6334;0.69645;1,234722222;0.14513;9,66E-61;8,39E-61;4,77E-73;127.0929__149.2354;92.2721__91.2726;0__0;108.287__139.0988;0.73699__0.45858;2.9189__2.5603;1;9,66E-61;513.965;767.406;1.888.245;2.123.325
HMR_6431;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__0.0032168;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
HMR_6438;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.00165__-0.001451;0.00053898__0.00044759;-0.00050436__-0.0032168;-0.0016321__-0.0014298;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.001922;-0.0017151;-0.0013298;-0.0011569
HMR_6446;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__0.0032168;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
HMR_6454;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__0.0032168;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
HMR_7638;2,613888889;-0.3376;0.14496;0;0;0;375.7206__307.9312;121.0807__109.9789;-5.2741e-11__-7.3647e-12;372.819__301.7494;0.1094__0.34705;2.9441__3.0427;1;0;2.922.314;2.263.999;4.597.814;3.800.771
HMR_7719;0.69645;-0.1778;0.14513;9,66E-61;8,39E-61;4,77E-73;-127.0929__-149.2354;92.2721__91.2726;0__0;-108.287__-139.0988;-0.73699__-0.45858;2.9189__2.5603;1;9,66E-61;-1.888.245;-2.123.325;-513.965;-767.406
HMR_7815;0;-0.7016;0.14496;0;0;0;197.0771__112.3647;73.145__40.7884;-6.8222e-11__-3.1717e-16;189.6059__107.152;0.74697__0.77879;5.3784__4.3973;1;0;1.441.723;836.343;2.433.735;1.371.805
HMR_8009;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_8475;0.70203;0,834722222;0.14496;2,71E-59;7,32E-58;1,03E-57;-176.8585__-150.2874;118.0802__107.2887;0__-0.028345;-163.1075__-131.8848;-0.95506__-1.0053;4.8863__4.1994;1;2,71E-59;-2.474.466;-212.083;-85.144;-666.287
HMR_8614;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__0.0032168;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
HMR_8891;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.18072__0.15893;0.059035__0.049025;0.055243__0.35234;0.17876__0.15661;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.14565;0.12672;0.21051;0.18786
HMR_8639;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;1.0641__0.93576;0.3476__0.28866;0.32527__2.0746;1.0526__0.92212;1.979__1.0374;17.5475__9.3512;1;2,31E-172;5,955555556;0.74615;12.395;11.061
HMR_3953;0.50369;1,731944444;0.14496;2,31E-172;4,67E-170;2,57E-195;-0.0024702__-0.0021722;0.00080691__0.00067009;-0.0052078__-0.0048159;-0.0024434__-0.0021406;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.0028774;-0.0025676;-0.0019908;-0.0017321
HMR_4765;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.0004113__-0.00036169;0.00013435__0.00011157;-0.00012572__-0.00080187;-0.00040684__-0.00035641;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.0004791;-0.00042753;-0.00033148;-0.0002884
HMR_4856;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0024702__0.0021722;0.00080691__0.00067009;0.00075507__-5.1198e-14;0.0024434__0.0021406;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0019908;0.0017321;0.0028774;0.0025676
HMR_4883;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.0082284__-0.0072359;0.0026879__0.0022321;-0.0025152__-0.016042;-0.0081391__-0.0071303;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.0095847;-0.008553;-0.0066314;-0.0057697
HMR_4894;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0090534__0.0079613;0.0029574__0.0024559;0.0027674__0.01765;0.0089552__0.0078452;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0072963;0.0063481;0.010546;0.0094106
HMR_6629;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0032904__0.0028935;0.0010748__0.00089259;0.0010058__0.0064149;0.0032547__0.0028513;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0026518;0.0023072;0.0038328;0.0034202
HMR_7778;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0041154__0.003619;0.0013443__0.0011164;0.001258__0.0080233;0.0040707__0.0035662;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0033167;0.0028857;0.0047937;0.0042778
HMR_7780;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0041154__0.003619;0.0013443__0.0011164;0.001258__0.0080233;0.0040707__0.0035662;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0033167;0.0028857;0.0047937;0.0042778
HMR_8722;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0041178__0.0036211;0.0013451__0.001117;0.0012587__0.008028;0.0040731__0.0035683;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0033186;0.0028873;0.0047965;0.0042802
ACRNtm;0.73992;-0.1194;0.14496;5.21e-39;5,29E-35;1,95E-36;-0.713__-0.75722;0.23291__0.25096;-0.21795__-3.4863;-0.70527__-0.74111;-1.979__-1.2489;17.5475__9.94849;1;5.21e-39;-0.83053;-0.89416;-0.57462;-0.59409;ACRNtm;0.73992;-0.1194;0.14496;5.21e-39;5,29E-35;1,95E-36;-0.713__-0.75722;0.23291__0.25096;-0.21795__-3.4863;-0.70527__-0.74111;-1.979__-1.2489;17.5475__9.94849;1;5.21e-39;-0.83053;-0.89416;-0.57462;-0.59409
BILDGLCURtr;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0004113__0.00036169;0.00013435__0.00011157;0.00012572__0.00080187;0.00040684__0.00035641;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00033148;0.0002884;0.0004791;0.00042753;BILDGLCURtr;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0004113__0.00036169;0.00013435__0.00011157;0.00012572__0.00080187;0.00040684__0.00035641;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00033148;0.0002884;0.0004791;0.00042753
BTNt4i;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__0.0032168;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151;BTNt4i;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__0.0032168;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
CLPNDCOAtx;1;0;1;none;none;none;0__0;0__0;0__0;0__0;none;none;none;none;0;0;0;0;CLPNDCOAtx;1;0;1;none;none;none;0__0;0__0;0__0;0__0;none;none;none;none;0;0;0;0
FOLt2;3,977083333;0,138194444;0.14496;1,38E-134;5,01E-131;2,50E-130;84.16564__166.2218;222.9382__242.3061;0__500;86.87388__164.5238;-0.13986__-0.20083;2.9645__3.2445;1;1,38E-134;-679.704;86.176;2.408.933;3.376.071
GLCt2_2;0.56614;-0.1924;0.14496;2,49E-138;4,75E-144;1,91E-139;254.8267__206.4934;140.7489__120.9872;-181.7496__-146.512;248.1589__197.5572;0.38811__0.65028;3.216__4.0567;1;2,49E-138;1.540.052;1.193.705;3.425.355;2.803.474
LPCHOLt;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;4.9739__4.3739;1.6248__1.3493;1.5204__-1.0309e-10;4.9199__4.3101;1.979__1.0374;17.5475__9.3512;1;2,31E-172;40.086;34.876;57.938;51.701
NAHCO3_HCLt;0.59275;1,440277778;0.14496;2,00E-140;9,73E-124;9,13E-108;469.7524__525.4268;159.457__165.5861;8.9554__31.5988;468.1747__513.8279;0.12966__0.17312;2.6919__2.7407;1;2,00E-140;3.543.662;4.104.228;577.364;636.005
NH4t3r;0.67612;1,147222222;0.14496;8,99E-62;1,30E-63;8,02E-70;-73.1122__-29.9469;184.2832__165.2277;-859.482__-788.4076;-76.9624__-27.4266;0.22181__0.015566;3.4859__3.2153;1;8,99E-62;-1.988.845;-1.430.364;457.249;80.297
PEt;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;1.6811__1.4783;0.54914__0.45602;0.51386__3.2774;1.6628__1.4567;1.979__1.0374;17.5475__9.3512;1;2,31E-172;13.548;11.787;19.582;17.474
PGLYCt;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.26536__0.23335;0.086681__0.071983;0.081113__0.51734;0.26248__0.22995;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.21386;0.18607;2,146527778;0.27583
PSt3;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.1675__0.1473;0.054716__0.045438;0.051201__0.32656;0.16568__0.14515;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.13499;0.11745;0.19511;0.17411
XOLEST2te;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.10138__0.089153;0.033117__0.027502;0.03099__-2.1013e-12;0.10028__0.087853;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.081706;0.071088;0.11809;0.10538
r0941;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-31.8025__-27.9665;10.3886__8.62709;-9.72124__-62.0019;-31.4576__-27.5586;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-370.447;-330.573;-256.304;-222.996
r1147;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0038539__0.0033891;0.0012589__0.0010455;0.0011781__0.0075136;0.0038121__0.0033396;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.003106;0.0027023;0.0044892;0.004006
r1423;5,719444444;-0.072;1,009027778;1,43E-23;1,24E-25;6,40E-22;269.1815__237.5492;206.1686__188.5188;0__0;223.3175__191.7732;0.93109__0.87937;3.435__3.2152;1;1,43E-23;1.047.602;815.451;3.924.791;3.608.467
r2377;0.50369;-0.2494;0.14496;2,31E-172;4,67E-170;2,57E-195;17.3725__15.2771;5.6749__4.7127;5.3104__-3.6007e-10;17.1841__15.0543;1.979__1.0374;17.5475__9.3512;1;2,31E-172;14.001;121.815;202.361;18.058
PIt8;0.60147;-0.2013;0.14522;9,22E-148;6,60E-152;1,82E-123;-516.7878__-593.2818;217.1403__184.6204;-1000__-1000;-536.1664__-604.6567;0.59251__0.31985;3.5351__2.7365;1;9,22E-148;-6.743.556;-728.684;-3.888.464;-469.954
C4tmc;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.35155__0.30915;0.11484__0.095365;0__0;0.34774__0.30464;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.28332;1,711805556;2,84375;0.36542;C4tmc;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.35155__0.30915;0.11484__0.095365;0__0;0.34774__0.30464;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.28332;1,711805556;2,84375;0.36542
Coqe;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__-6.2734e-12;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.001157;0.001922;0.0017151;Coqe;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__-6.2734e-12;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.001157;0.001922;0.0017151
PPItm;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.19887__-0.17489;0.064964__0.053949;-0.060791__-0.38772;-0.19672__-0.17234;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.23166;-0.20672;-0.16028;-0.13945
TAURCHAe;0.43684;2,0125;1,009027778;2,86E-294;1,25E-291;6,49E-275;500.3472__607.2985;202.4668__202.1909;500__500;501.6722__614.9794;-0.013623__-0.27094;2.4293__2.4692;1;2,86E-294;350.451;463.741;6.468.406;7.695.961
q10tm;0.50369;-0.2492;0.14496;2.31e-176;4,66E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;2.2737e-13__-6.2734e-12;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2.31e-176;0.0013298;0.001157;0.001922;0.0017151
AHCYSte;0;-0.9986;0.14599;0;0;0;357.0732__0;203.2194__0;500__0;348.2364__0;none;none;1;0;197.103;0;5.024.767;0;AHCYSte;0;-0.9986;0.14599;0;0;0;357.0732__0;203.2194__0;500__0;348.2364__0;none;none;1;0;197.103;0;5.024.767;0
OROTGLUt;0.90887;0,355555556;0.14496;1,16E-03;2,68E-03;1,89E-04;137.9968__147.2756;128.1631__126.8209;-113.6102__-105.0593;122.2853__132.8866;0.6342__0.50507;3.3641__2.601;1;1,16E-03;369.781;439.803;2.229.425;2.338.839
PEPtr;0.39887;2,466666667;0.14496;0;0;0;-445.5183__-321.7915;192.6093__205.0973;-1000__-1000;-452.7879__-327.0913;0.070401__0.061389;2.7563__2.6972;1;0;-5.830.029;-4.739.615;-3.107.346;-1.737.751
DCMPtr;0.70181;-0.1202;0.14496;2,15E-59;5,79E-58;7,86E-58;177.0752__150.4779;118.0958__107.3023;500__-9.987314e-14;163.3097__132.0653;0.95508__1.0055;4.8856__4.2003;1;2,15E-59;853.206;667.744;247.681;2.122.828;DCMPtr;0.70181;-0.1202;0.14496;2,15E-59;5,79E-58;7,86E-58;177.0752__150.4779;118.0958__107.3023;500__-9.987314e-14;163.3097__132.0653;0.95508__1.0055;4.8856__4.2003;1;2,15E-59;853.206;667.744;247.681;2.122.828
FUMtr;6,558333333;0,168055556;0.14496;0.14492;0.13686;0.016449;-112.6234__-111.0884;72.5761__73.3415;-463.2513__-382.5037;-99.662__-95.1478;-1.0058__-0.80355;4.0727__2.9731;0;0.14492;-1.543.357;-157.011;-550.625;-518.927
GLCURtr;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__0.0032168;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
XMPtr;0.61966;1,245833333;0.14496;1,31E-115;1,04E-120;1,04E-95;-276.9482__-219.6448;184.2555__153.0869;0__0;-248.8705__-197.9123;-0.63632__-0.74339;2.9245__3.2853;1;1,31E-115;-4.002.813;-3.172.324;-1.280.502;-949.821
GLYC3tr;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.18072__0.15893;0.059035__0.049025;0.055243__0.35234;0.17876__0.15661;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.14565;0.12672;0.21051;0.18786
OROT5Ptr;0.90893;-0.051;0.14496;1,13E-03;2,61E-03;1,83E-03;-137.914__-147.2027;128.1707__126.8264;0__0;-122.2066__-132.8159;-0.63402__-0.50501;3.3641__2.601;1;1,13E-03;-2.228.816;-2.337.936;-368.818;-439.021
